SoC E[V] Tiempo logChi logEle
0.003954 0.054748 0.000221 0.866142 -0.031496
0.007315 0.050953 0.000664 0.866142 -0.031496
0.011000 0.043958 0.001106 0.866142 -0.031496
0.015057 0.040225 0.001548 0.866142 -0.031496
0.018901 0.037154 0.001991 0.866142 -0.031496
0.022948 0.034612 0.002433 0.866142 -0.031496
0.027388 0.030546 0.002875 0.866142 -0.031496
0.031479 0.028587 0.003318 0.866142 -0.031496
0.036010 0.026922 0.003760 0.866142 -0.031496
0.040562 0.023969 0.004203 0.866142 -0.031496
0.044439 0.023161 0.004645 0.866142 -0.031496
0.048192 0.022177 0.005087 0.866142 -0.031496
0.052017 0.022719 0.005530 0.866142 -0.031496
0.055399 0.022583 0.005972 0.866142 -0.031496
0.059238 0.019232 0.006414 0.866142 -0.031496
0.063700 0.018110 0.006857 0.866142 -0.031496
0.067912 0.016953 0.007299 0.866142 -0.031496
0.072636 0.015094 0.007742 0.866142 -0.031496
0.076340 0.015614 0.008184 0.866142 -0.031496
0.079948 0.015353 0.008626 0.866142 -0.031496
0.083808 0.013206 0.009069 0.866142 -0.031496
0.087931 0.012679 0.009511 0.866142 -0.031496
0.091537 0.012612 0.009953 0.866142 -0.031496
0.095850 0.011615 0.010396 0.866142 -0.031496
0.099560 0.011552 0.010838 0.866142 -0.031496
0.103256 0.010996 0.011281 0.866142 -0.031496
0.106629 0.009786 0.011723 0.866142 -0.031496
0.111853 0.006300 0.012165 0.866142 -0.031496
0.115990 0.006991 0.012608 0.866142 -0.031496
0.120059 0.005795 0.013050 0.866142 -0.031496
0.124379 0.006291 0.013492 0.866142 -0.031496
0.128415 0.005391 0.013935 0.866142 -0.031496
0.132307 0.005402 0.014377 0.866142 -0.031496
0.136662 0.004029 0.014820 0.866142 -0.031496
0.140620 0.003682 0.015262 0.866142 -0.031496
0.143715 0.004285 0.015704 0.866142 -0.031496
0.146852 0.002869 0.016147 0.866142 -0.031496
0.150771 0.002349 0.016589 0.866142 -0.031496
0.154639 0.002120 0.017031 0.866142 -0.031496
0.158596 0.001679 0.017474 0.866142 -0.031496
0.163422 0.000439 0.017916 0.866142 -0.031496
0.167805 -0.000518 0.018359 0.866142 -0.031496
0.171717 -0.000741 0.018801 0.866142 -0.031496
0.175464 -0.001004 0.019243 0.866142 -0.031496
0.179308 -0.001884 0.019686 0.866142 -0.031496
0.183126 -0.001224 0.020128 0.866142 -0.031496
0.187264 -0.003689 0.020570 0.866142 -0.031496
