SoC E[V] Tiempo logChi logEle
0.002994 0.041997 0.007034 -0.881890 -2.488189
0.006810 0.041283 0.021102 -0.881890 -2.488189
0.010744 0.040708 0.035171 -0.881890 -2.488189
0.014351 0.040170 0.049239 -0.881890 -2.488189
0.018215 0.039428 0.063307 -0.881890 -2.488189
0.022164 0.038758 0.077376 -0.881890 -2.488189
0.026218 0.038335 0.091444 -0.881890 -2.488189
0.029949 0.037979 0.105512 -0.881890 -2.488189
0.034240 0.037239 0.119580 -0.881890 -2.488189
0.037266 0.037029 0.133649 -0.881890 -2.488189
0.041012 0.036469 0.147717 -0.881890 -2.488189
0.045166 0.035986 0.161785 -0.881890 -2.488189
0.048752 0.035810 0.175853 -0.881890 -2.488189
0.052375 0.035551 0.189922 -0.881890 -2.488189
0.056603 0.035098 0.203990 -0.881890 -2.488189
0.061021 0.034891 0.218058 -0.881890 -2.488189
0.064876 0.034653 0.232127 -0.881890 -2.488189
0.068349 0.034379 0.246195 -0.881890 -2.488189
0.073020 0.034065 0.260263 -0.881890 -2.488189
0.076859 0.033824 0.274331 -0.881890 -2.488189
0.080613 0.033656 0.288400 -0.881890 -2.488189
0.084751 0.033292 0.302468 -0.881890 -2.488189
0.088267 0.033046 0.316536 -0.881890 -2.488189
0.092027 0.032779 0.330605 -0.881890 -2.488189
0.096617 0.032546 0.344673 -0.881890 -2.488189
0.101153 0.032461 0.358741 -0.881890 -2.488189
0.105159 0.032207 0.372809 -0.881890 -2.488189
0.109066 0.032213 0.386878 -0.881890 -2.488189
0.113401 0.032067 0.400946 -0.881890 -2.488189
0.117245 0.031743 0.415014 -0.881890 -2.488189
0.121260 0.031617 0.429082 -0.881890 -2.488189
0.125893 0.031583 0.443151 -0.881890 -2.488189
0.129539 0.031306 0.457219 -0.881890 -2.488189
0.133331 0.031150 0.471287 -0.881890 -2.488189
0.137491 0.030980 0.485356 -0.881890 -2.488189
0.141979 0.030946 0.499424 -0.881890 -2.488189
0.145883 0.030719 0.513492 -0.881890 -2.488189
0.149256 0.030747 0.527560 -0.881890 -2.488189
0.152808 0.030580 0.541629 -0.881890 -2.488189
0.156086 0.030721 0.555697 -0.881890 -2.488189
0.159748 0.030435 0.569765 -0.881890 -2.488189
0.164150 0.030229 0.583834 -0.881890 -2.488189
0.168123 0.030167 0.597902 -0.881890 -2.488189
0.172574 0.030116 0.611970 -0.881890 -2.488189
0.176680 0.030035 0.626038 -0.881890 -2.488189
0.180208 0.029789 0.640107 -0.881890 -2.488189
0.184104 0.029878 0.654175 -0.881890 -2.488189
0.188808 0.029729 0.668243 -0.881890 -2.488189
0.193176 0.029615 0.682311 -0.881890 -2.488189
0.197430 0.029500 0.696380 -0.881890 -2.488189
0.201565 0.029441 0.710448 -0.881890 -2.488189
0.204633 0.029371 0.724516 -0.881890 -2.488189
0.208898 0.029384 0.738585 -0.881890 -2.488189
0.213265 0.029354 0.752653 -0.881890 -2.488189
0.217060 0.029303 0.766721 -0.881890 -2.488189
0.221553 0.029035 0.780789 -0.881890 -2.488189
0.225366 0.028883 0.794858 -0.881890 -2.488189
0.229892 0.028866 0.808926 -0.881890 -2.488189
0.233293 0.029011 0.822994 -0.881890 -2.488189
0.236670 0.028857 0.837062 -0.881890 -2.488189
0.240802 0.028779 0.851131 -0.881890 -2.488189
0.244764 0.028755 0.865199 -0.881890 -2.488189
0.248474 0.028693 0.879267 -0.881890 -2.488189
0.252225 0.028761 0.893336 -0.881890 -2.488189
0.256542 0.028582 0.907404 -0.881890 -2.488189
0.260711 0.028652 0.921472 -0.881890 -2.488189
0.264369 0.028576 0.935540 -0.881890 -2.488189
0.268020 0.028573 0.949609 -0.881890 -2.488189
0.272831 0.028520 0.963677 -0.881890 -2.488189
0.276953 0.028307 0.977745 -0.881890 -2.488189
0.281417 0.028339 0.991814 -0.881890 -2.488189
0.284760 0.028145 1.005882 -0.881890 -2.488189
0.287609 0.028242 1.019950 -0.881890 -2.488189
0.291337 0.028035 1.034018 -0.881890 -2.488189
0.296208 0.028108 1.048087 -0.881890 -2.488189
0.299837 0.028186 1.062155 -0.881890 -2.488189
0.304085 0.027934 1.076223 -0.881890 -2.488189
0.308146 0.028070 1.090292 -0.881890 -2.488189
0.311717 0.028035 1.104360 -0.881890 -2.488189
0.315061 0.028142 1.118428 -0.881890 -2.488189
0.319649 0.027939 1.132496 -0.881890 -2.488189
0.323428 0.028016 1.146565 -0.881890 -2.488189
0.327440 0.027753 1.160633 -0.881890 -2.488189
0.330579 0.027831 1.174701 -0.881890 -2.488189
0.334476 0.027852 1.188769 -0.881890 -2.488189
0.338411 0.027847 1.202838 -0.881890 -2.488189
0.342957 0.027826 1.216906 -0.881890 -2.488189
0.347184 0.027777 1.230974 -0.881890 -2.488189
0.350891 0.027580 1.245043 -0.881890 -2.488189
0.354812 0.027629 1.259111 -0.881890 -2.488189
0.358571 0.027589 1.273179 -0.881890 -2.488189
0.362683 0.027554 1.287247 -0.881890 -2.488189
0.366518 0.027545 1.301316 -0.881890 -2.488189
